class,tidy_tweet
1,الله يرحمهم يسكنهم الفردوس الاعلى الجنه يجبر قلب ذويهم
1,الله يرحمهم يسكنهم فسيح جناته يلهم أهله ذويه الصبر السلوان
1,الله يرحمهم يشفي المصابين الله اعلم انهم يمشون جرى الحادث قصد بسبب جمال او شي تعرضو بالطريق
1,الله يرحمهم يغفر
1,الله يرحمهم يغفر يحسن اليهم يرزقهم الجنه يشفي المصابين
1,الله يرحمهم يغفر يسكنهم فسيح جناته أموات المسلمين
1,الله يرحمهم يغفر يسكنهم فسيح جناته يارب العالمين
1,ال ير مهم يغف يسڪنهم سيح ناته الله يربط قلوب أهلهم انا لله انا إليه راجعون
1,الله يرحمهم يغفر يشفي الباقين
1,الله يرحمهم يغفر يشفي المريض منهم
1,الله يرحمهم يغفر يصبر اهلهم
1,الله يرحمهم يغفرلهم يسكنهم الجنه الفردوس الأعلى الجنة امواتنا اموات المسلمين يارب عظم اجركم حسن الله عزكم
1,الله يغفر يرحمهم يحسن عزاء ذويهم
1,الله يغفر يرحمهم يسكنهم فسيح جناته
1,الله يغفر يرحمهم يشفي المصابين
1,الله يغفر يرحمهم يصبر اهلهم يشافي مريضهم
1,الله يغفرلهم يرحمهم يسكنهم فسيح جناته
1,اللهم أغفر تجاوز عنهما أكرم نزلهم أشفي مصابهم الهم اهلهم ذويهم الصبر السلوان
1,اللهم ارحمهم اغفرلهم عطرمشهدهم طيب مضجعهم اللهم أنس حشتهم ارحم غربتهم اللهم افسح قبورهم اجعلها روضه رياض الجنة انقلهم ضيق اللحود القبور الى سعةالدور القصورفي الفردوس الأعلى الجنة انعم الله عليهم الصديقين الشهداء الصالحين حسن رفيقا
1,اللهم اغفر لوالدينا والديكم والديهم للمؤمنين
1,اللهم اغفر أرحمهم شافي مرضاهم أربط قلوب أهليهم لاحول لاقوة بالله لله إليه راجعون
1,اللهم اغفر ارحمهم برحمتك اشفي مصابهم أهلهم
1,الميت مايجوز الرحمه دعو الخلق للخالق انتم بخير
1,انا لله اليه راجعون اللهم أغفر ارحمهم
1,انا لله انا اليه راجعون الله يرحمهم يغفرلهم
1,انا لله انا اليه راجعون الله يرحمهم اجعلهم اللهم الفردوس الأعلى
1,انا لله انا راجعون الله يرحم مات يشافي المصاب يعظم اجر ذويهم يحسن عزاهم
1,مافهمت انهم كانوا بسيارتين ماشين متجهين للمعايدة تصادموا حالة نادرة الله يرحم المتوفين يشفي المصابين
1,رحمه الله رحمة اسعة كريم الأخلاق مستنير الوجه رأيته تحبه سبب أسأل الله تعالى يصب رحماته يسكنه فسيح جناته
1,قال النووي مسلم مات فألهم الله الناس معظمهم الثناء دليلا أنه أهل الجنة سواء كانت أفعاله تقتضي تكن أفعاله تقتضيه تحتم العقوبة خطر المشيئة ألهم الله عز جل الناس الثناء دل الله شاء المغفرة
1,قدرالله شاء فعل الله يرحمهم جميعا يشفي الباقين
1,إله الله محمد رسول الله حول قوة الا بالله العلي العظيم لله إليه راجعون اللهم اغفر ارحمهم برحمتك أرحم الراحمين
1,حول قوة الا بالله الله يرحمهم يغفرلهم يلهم ذويهم الصبر السلوان
1,حول قوة الا بالله الله يرحمهم يغفر يسكنهم فسيح جناته
1,حول قوه الى بالله الله يرحم المتوفين يغفرلهم الله يشفي المصابين شفاء لايغادر سقما لأ نقول الا لله انا اليه راجعون اللهم امين يارب العالمين سلامتكم
1,لاحول لاقوة الا بالله الله يغفر للمتوفين يسكنهم فسيح جناته يشفي المصابين
1,لاحول لاقوة الا بالله العلي العظيم انا اليه راجعون اللهم ارحمهم اغفر أسكنهم الفردوس الأعلى الجنة ربط قلوب ذويهم
1,لاحول لاقوة الا بالله انا لله انا اليه راجعون الله يرحمهم يغفر يصلح ذريتهم عظم الله اجر ذويهم
1,لاحول لاقوة الابالله ان لله ان اليه راجعون
1,لله يرحمهما يغفرلهم يسكنهم جنات الفردوس الاعلى احسن الله عزاكم غفر الله المتوهم
1,اهل الجنه ان شاء الله
1,يمكن سكران
1,امين يوم الخميس الجمعة شهداء ان شاء الله الله يغفرلهم يرحمهم يصبر اهلهم امين
1,يالله رحمتك
0,الله المستعان الله يرحمهم يحسن اليهم لله انا اليه راجعون
0,يسال الحادث غرب اخوان السوال برى جدا لاخ ينكت احد طالع المقلط مدري يش تقابل تقاطع المطبخ مستهتر بقدر الله نتكلام يصف الحادث ليسى يسال جزاك الله خير صحصح
1,الفاتحة لارواحهم الطاهرة
0,الحد دية تقبل القصاص اذا تنازل أولالياء الدم بدية او لوجه الله يعفى القتل
0,قتل اعلان اي صنف انتي
1,لله إليه راجعون
1,الله يبلانا
1,الله يرحمها ليه صبرت
1,الله يرحمها يرحم اموات المسلمين
1,الله يرحمها يغفر حسبنا الله الوكيل
1,الله يعافينا لايبتلينا رحم الله الزوجة المغدورة زوجها فعذره اقبح ذنبه اتمنى ان تكون عقوبته حياة لآخرين بتوقفهم معاقرة المخدرات
1,حسبي الله
0,حسبي الله الوكيل احرقه الله دنيا آخره لجهنم يارب
0,ضروري شهادة الدكتور النفسي ارتباط
0,يعني يقتل حد
1,اله الا الله يارب رحمتتتك
1,حول قوة الا بالله
1,لاحول قوه الا بالله
1,لاحول لاقوة الا بالله العلي العظيم
1,لاحول لاقوه الابالله
0,لجهنم
0,مرض نفسي تعاطيه المخدرات مخدرات بدون نفسي حسبي الله الوكيل الحمدلله عافاني
1,الفايده الاخبار ضيقة الصدر
1,يارب لاتفجعنا
1,يمه بسم الله الله يبلانا
0,لابارك الله فيكم
0,شرها يفرق بينها اللي يشرب الخمر فنا بالك بمتعاطي مخدرات فتووووى
1,اللهم امين
0,لاحول قوه بالله ماتدرين أهلها الشخص نفسه قول الحمدلله دع الخلق للخالق
0,القصاص عقوبه بمثل فعله الجاني اما الحد عقوبه يجوز اسقاطها
0,ينقرضوا اذا طبق فيهم حد القصاص
0,صحيح
1,حرام يعدم صح الام مالها ذنب ربنا يرحم البنات الحادث سواه قاصر يعني مش بعقله اصلا الله يعينه طايش ممكن يتحاكم ١٥ ٢٠ سنة دفع فديه للاهل اكيد باشد الندم العشرين ممكن اقول عقله
0,القصاص القصاص
1,لله انا اليه راجعون حسبي الله الوكيل
1,الله يربط قلب امهم ابوهم
0,اللي تفحط حرمه
0,حسبي الله مستهتر ضايع
1,عصافير الجنة بااذن الله الله يشفيها يصبرها يارب لازم حدد للاستهتار
1,حول قوة الا بالله
1,لاحول قوة الا بالله
1,حرام الله يرحمهم
0,احسنت الراي فقت القول
0,لوحة رسمها رسام إطلالة المرفأ تبقى نافذة غرفة مريض مستشفيات بيروت إنفجار الجعيتاوي بيروت Beirut
0,التوقيت بيحكي شي كانت العالم المحللين السياسيين قالوها ناطرين عمل امني او عودة الاغتيالات قبيل موعد المحكمة اغتالو بيروت انفجار انفجار انفجار بيروت
0,قصة فيلم مستمد قصة حقيقة لطفلة قعت بئر تكساس
0,مطلوب الفنانين الممثلين المؤثرين الشعب اللبناني ينزل عالمظاهرة بساحة الشهداء للتضامن المواطنين اللي اخترب بيتن خسروا اهلن بـ انفجار انفجار Lebanon Lebanonexplosion
0,يوم فيديو جديد هيدا كتير مرعب المشهد الصوت بفيلم اميركي الحمدلله السلامة نادين انفجار انفجار انفجار بيروت بيروت لبنان لبنان لبنان BeirutBlast BeirutExplosion beirut
0,تم إعادة إعمار بيروت جود حزب الله بمثابة تكرار الشريط مستقبلا لنفس سيناريو الدمار بطريقة حشية مختلفة خراب الأرض بقصة زاوية أخرى للمخرج نفسه حسن نصرالله انفجار
0,يظهرون إخونجية خلاياهم النائمة بعبارة تظلمون إيران انفجار
1,جزاكم الله خيرا مكاين لاش تپارطاجيو تصاور لد الناس مسكين فحفرة الارض عرفت شحال مترو جهو مجروح رفقا بوالديه اسرته الله يخليكم تخيلو يكون فرد عائلتكم اش تقبلو اما الاخبار ديال محاولات انقاذه ممكن تپارطاجيو ربي يفرج انقذو
0,لماذا يخاطرون بحياتهم يعلمون ان الطريق خطير لكنها ظيفه تصدق المسكينه الحصول عليها احبتي فالذي يجد ظيفه الان كانت خطورتها يعتبرها كانه دخل الجنه العطاله او البطاله شينه يقول حدك المر قال امر رحمها الله اسكنها الجنه
1,الله يرحمه يغفر يتجاوز عنه التقيت قتها طالب الثالث ثانوي مدارس تحفيظ القران الكريم تيماء تغدينا سويا لقاء عابر بيتهم الله مميز ملفت للانتباه رحمه الله تقي نقي بيت طيب الله يرحمه احسن الله عزاء ذويه عظم الله اجرهم
1,آنا لله انا اليه راجعون حول قوة الا بالله العلي العظيم الله تغمدهم بواسع رحمتك تجاوز عنهم أسكنهم فسيح جناتك ابتعدو التوقعات الكلام آلي يجرح أهلهم يؤذيهم ضعو أنفسكم بمكان ذويهم ترحموا دعو الخلق للخالق
0,تكتب كلام زي ردك الطفولي مسأله حساسه
1,حزب الله تسبب حرق لبنان شعبها مدى التاريخ
1,اللهم حول قوة اللهم انت القادر انت الرحيم انت الخبير انت اللطيف اللهم ارحم ابننا ريان اخرجه سالما معافا برحمتك سعت شيء كلنا قلوبنا اخوتنا المغرب ندعو الله ان يخرج ريان اخرج يوسف يونس انقذو انقذو
1,انقذو انتظر بفارغ الصبر خبر انتشال ريان بصحة جيدة بحسب سائل الاعلام سم تبقى الوصول إليه انقاذه
0,الله ينتقم منهم ليش يرفضون مساعدة الدول عرضت عليهم المساعده قاعدين يبربسون اسبوع الله ياخذهم
0,ايام عاجل العمليات اخر اخطر مرحله
1,آللهم ارحمها غفر اسكنها فسيح جناتك يارب العالمين
1,تعددت الاسباب الموت احد انا لله انا اليه راجعون
1,علاقتك الله
1,امين يارب بخصوص استفساراتك متوقع يجاوبك عليها يعلم سرائرهم الا الله احسن الظن الان رب رحيم يظلم مثقال ذرة وكل أمرك اليه نحسبهم نزكي الله احد
0,إرهاب الجماعات الدينيه المتطرفه يعتبر شيئ بسيط مقارنة إرهاب الدول الجيوش المجهزه كالإمارات إيران المتسلحه بفكرة العنف المفرط يقف ضدنا المليشيات المسلحه المعترف دوليا كحزب الله الحوثيه حركة أمل المجلس الإنتقالي خالص تعازينا لأهالي القتلى الجرحى
0,الحد لايقبل تنازل شفاعة الحاكم يتأخرون بتنفيذه اما القصاص يقبل تنازل اهل الدم او شفاعه
1,رعب البئر حلم النجاة ضجت سائل التواصل أنذاك بوسم انقذو غطت محطات الخباثة الحدث العربية غيرها القنوات الصفحات السعودية بينما تغافلت القنوات عمد الطفل ريان قتـ الأحتلا الصهيوني اليوم
0,بينما الإنسان المسلم حزين أصاب الطفل ريان تخلى يميزه كإنسان ضمير قلب إنسانية بدأ يرقص الجراح راكضا لاستغلال الوضع لغرض نفسه أقول حسبنا الله الوكيل انقذو
1,أهل المنطقة خبرة بهذه الظروف الأمل يومين يذهب الطفل صغير جدا ياعيني ممكن مات الفزع لأنه حده الظلام احنا متنا لحظات الانتظار
0,يارب انا اتابعهم المباشر يقولوا باقي نص متر الله امس يقولوا صلنا لريان ماشفت شي الله يفرجها الطفل المسكين يجمعه باهله عاجلا اجل
0,مشكلتهم اخذوا استشارتك خرج زمان
0,ارجعوا لاة أمركم القابضين ممتلكات أرضكم استنزاف أرواحكم استخفاف عقولكم الاسفاف بمعتقداتكم اسالوهم فعلها كانوا ينطقون
0,يحكم القاضي بالقتل ان شاء الله السلق
1,انقذو اللهم الحمد ترضى الحمد رضيت الحمد الرضى
1,عاجل فرق الإنقاذ تبدأ بتركيب الأنابيب المعدنية للوصول لمكان الطفل العالق البئر ريان انقذو شاهد عملية الإنقاذ بث مباشر
1,لحظات تحبس الأنفاس طبيب يقوم حالي بإخراج الطفل المغربي سقط بئر ليل الثلاثاء رؤية دبي أبوظبي عجمان الإمارات الطفل الطفل المغرب أنقذو
0,امس يقولون باقي ساعه باقي ساعتين الله يعين اهله يصبرهم يطلعه بالسلامه
0,اللي كنت افكر لان اليومين الأخيرين نشاهد فيديوهات للطفل الله يرحمه فقط تمطيط للحفر
0,بخير الحمد لله شكرا
1,قلبي متعلقا بانتظار خبر إنقاذ الطفل أحتمل متابعة الأخبار أنتظر بصيص أمل خبر خروجه فكيف بأمه اللهم رده ردا جميلا رد غائب لأهله يااا لطيفا بالعباد حليمة انقذو
1,لله أليه راجعون رحمة الله ريان رحمة الله طفل أخفى الله عنا معناته لحكمة يعلمها رحمة الله طفل مات ركام الحروب قسوة القلوب
0,انا اليوم الاول تأكدت انه متوفي تنشر صور مقاطع جديده تثبت انه قيد الحياه الطفل يأكل يشرب اليوم الاول مماطله ضبابيه تحديث حالتة اول اول اهمال الاعلام المغربي للحادثه لانهم يعلمون انه متوفي يستطيعون مواجهة العالم بفشلهم
1,رحمها الله عوضها الله بالجنه أهلها
0,المشاريع للرياض المناطق الوسطى الغريبه اما بقيه محافظات ميزانيات قليله عداله تقسيم الدخل
0,المغرب دولة ميته ليش إستعانوا بحدا برا شان يساعدهم
0,دامك فاضيه تعالي رتبي صالتي مافيني حيل
0,ترحم المعلمة الاقل الله يغفرلها يرحمها الكلام الفارغ اللي كاتب غرد بحسابك
0,حول قوه الى بالله الله يرحم المتوفين يغفرلهم الله يشفي المصابين شفاء لايغادر سقما
1,خلال متابعتي للصور الفديوهات يتم تداولها حول البئر سقط الطفل ريان خلال المعلومات المتداولة تفيد بإن عمق البئر متر ان قطرها صغير جدا جعلني حيرة أمري تجول رأسي أسألة كثيرة انقذو
1,هاديك الجوقة ديال بنادم را خصهم يحيدو تما را عيقو را بحال الو تهبط بيهم قدر الله را دايرين ضغط بزااف حول لاقوة بالله انقذو
0,ايش تستفيد الناس تلفيق الأخبار نفسي اعرف ايش بداخلهم
0,اي ام لييييه تعاملوا معاه كأنه مجسم اثري او تاريخي مهم مدة الوصول اليه المهم يتناثر او يتكسر
0,البروباغاندا الاعلام لعبوا بمشاعر الناس بالاخير اشوف مراسلين بقناتين مختلفتين يروجوا للسياحه بهذه المنطقه
1,ياعمريي الله يشفي الجرحى ييرحم الشهداء يصبر قلوب اهلهم عليهم الله يحفظك يالبنان
1,رحمها الله رحمة الابرار والداي موتانا موتى المسلمين اللهم ارحمنا اذا صرنا الى ماصارو اليه
1,اللهم امييين يارب العالمين
1,الله يرحمها يغفر يثبتها السؤال يسكنها الجنه لله إليه راجعون
1,ناس خافوا ربكم ادعوا للمتوفين بالرحمه المصابين بالشفاء اما باقي المور ماتخص احد جهاة مسؤله لاحول لاقوة الا بالله
1,يحرموه الرخصه يحرموه حياته قتل اتنين دمر حياه اسره
1,الله يجعلهم شافعين لوالديهم يشفي امهم يعوضها خير يصبر اهلم
1,انا حاسي انو الطفل ريان دا زي الحصل ليه شي الإعلام يماطل عشان يغطي لانو عمليه تنقيب الذهب بتسغرق الزمن دا الله يكضب الشينه أنقذوا انقذو
1,اللهم عو طفولته جنان تفنى ربي أخذته طاهر صغير اجعله طير طيور الجنة شفيعا لوالديه
1,انا لله انا اليه راجعون لاحول لاقوة الابالله بكينا فرح لخروجك ياريان فرحه ماتمت لنصدم بموتك فلله مااعطى مااخذ لاحول لاقوه الابالله اللهم جبرا لقلوبنا جميعا
1,طفل عمره سنوات ايام داخل البئر اوجاع آلام السقوط اكل شرب فيل بيموت تقبله الله شفيعا لوالديه
1,ماتت طفولته ربي ينزل الصبر لقلب امه اتمنى نتدارك الأخطاء نساهم نجاة الأطفال ندخل اماطة الاذى الطريق خدمة مجتمعه لاحد يرمي الآخرالمسؤليه نساهم حماية الجميع خبر محزن
0,مهزلة مسرحية ايام حفر الله البحر الله العالم الهدف هز موازين الشعب المغربي الاخبار قدام
0,متوفي يوم طاح كانت الكيمرا تهتز قال بيتحرك سقوط ارتفاع متر طير مات جعله الله ذخرا لوالديه
1,البيان قدر اخراج الطفل بدقيقتين دلاله الدبوان الملكي بوفاة ريان اخراجه البئر
1,حكمة الله مو كنت داري ماتعلم الغيب انت
0,درس قاسي لمؤسسات دولتهم عشان يتركون ابيار بدون تزويدها بعلامات
0,ليتهم ماصوروة
1,ياربي تلططفف اقول يارب ادخل تويتر خخبر خروجه حي عافى للان
0,ايام بدون اكل بدون شرب للأسف كانت اضحه الكذب المستمر مره مره يقولون اكل شرب مره يقولون باقي متر نطلعه رصدنا حركته اعلام معتوه رب البيت
0,الطفل توفى يومين العمال مهندسي الانقاذ كانوا يعرفون تكتموا الخبر للأسف حملة الانقاذ كانت بطيئه ايام صعبه طفل عمره سنين
0,تذكرت البنت العتيبيه الي طاحت بير قدرو يطلعونها
1,مذيع العربيه قال انه متوفي ايام اتوقع توفى لحظة ماطاح
0,اصلا بيصمد ٥ايام الظاهر كسور اصاباات صعب يقاوم بدون ماء اكل
1,مستحيل ترى كانوا يلمحو لوفاته يقولوا معطي الكاميرا ظهره الطفل خفت حركته بعدها يقولوا مو متوقع يطلع حي احنا كنا مركزين خبر انقاذه اكثر عندنا امل الحمدلله حال ترى صعب يقولوا توفى الحضور بالألوف
0,المفترض الاطفال مايدرون هالاخبار
1,اتفق ذكره الاخ اياد بان ريان رحمه الله توفى امس بدليل ان الده قال بالامس اريده حيا او ميتا
1,خرج متوفى الله يرحمه يربط قلب أمه أبوه بالصبر السلوان
1,تبكي لوفاته
0,انفجار لايجب ان يمر مرور الكرام اذا المستهدف حزب الله مازنب المواطنين إسرائيل اذا تريد استهداف حزب الله ماهكذا يكون اشبه بانفجار هيروشيما الله يرحم الموتى الحادث كبير لايجب ان يمر
0,انتي بروفايلك بحد ذاته معصية
1,رحمهم الله
0,ينجح بحول الله
0,مستحيل تكون اللعاب ناريه
1,اللهم اغفرلها اجزها أبنائها خير الجزاء ارحمها ياارحم الراحمين أكرم الأكرمين
1,الله يرحمها يغفر
0,اللي يخاف الله يراقبه عمله يخاف زير نقل غيره حسبنا الله مهمل متهاون متخاذل مصالح الناس يلبي احتياجات المواطنين
1,انا الله انا اليه راجعون الله يغفر يرحمهم يجعل الفردوس الاعلى منزلهم موتى المسلمين الله يصبر اهاليهم يربط قلوبهم الحمدالله قضائه يتوفاه الله الاسلام التوحيد يرجي خير الدنيا دار فانية الاخرة الباقية الخالدة
0,كثرة الحوادث عندنا تفوق الوصف أصبحت الوفيات المعاقين تعادل الحروب الأهليةأصبحنا نسمع بحوادث غريبه عجيبه هاذا الحادث
0,ناس ماتخاف الله الطريق منفرد سيد احد حدث التصادم بسبب الابل اول شاحنة مااعتقد
1,الله يغفر يغفر للشيخ العويد
0,شاء الله تبارك الرحمن الأخ عالم غيب عجيب هالأوادم
0,سببه الابل طلعت عليهم بطريق
0,كاملين العقل
0,الحد يعني تنازلوا اصحاب الدم القاتل يتم تنفيذ الحكم لايؤخذ بتنازلهم عكس القصاص
0,يقف نزيف الألم التفحيط اذا طبق بحقهم القصاص
1,عاجل فرق الإنقاذ تخرج الطفل يتم نقله بـ الإسعاف المستشفى أيام سقوطه بئر أنقذو ريان
0,اعلم جيدا اعلنو الاكسجين ينزلونه ايقنت بأنه ميت الاعلام اكبر سفاح العالم العربي
1,الحمدلله قضاء الله قدر
1,اللهم ارحمه عو طفولته جنان تفنى رب أخذته طاهرا صغيرا اجعله طير طيور الجنه شفيع لوالديه
1,اللهم اعتراض حكمك اهله جبر قلوبهم يارب
1,انا لله انا اليه راجعون الله يرحمه
0,حسبي الله عليهم ٣٠ متر ايام
0,خبير الحفر لانابيب الاردني قوله ان الحفر يستغرق يومين بألات حفر حديثه تأخرؤ اخراجه الحفره
1,لاحول قوة الا بالله الله يرحمه
1,لاحول لاقوة الا بالله العلي العظيم الله يغفر يرحمه يربط قلب الديه
1,لاحول لاقوة الابالله الله يشفع يجعله طير طيور الجنه اجتمعت اهل الأرض ان ينفعوك بشي يكتبه الله فعلو
1,ياربي لاعتراااضضض قضائك
1,تعازينا لوالديه للشعب المغربي جميعا فاة الطفل
1,حمدالله لاعب النصر تبرع منزل
0,فعلا مبين انه يحتضر
1,بئر ثقب مائي
1,لايكلف الله الا سعها أوقات ربي يحطنا بامتحان يلهمنا صبرنا جبر عجيب
1,اصلا اضح عندهم خبر بدري لانهم صارو يحفرون بشكل بطيء كأنهم محبطين
0,ان مات الطفل لاقدر الله فكل المسئولين المغاربه يتحملون المسئوليه رأسهم جهاز الدوله ملكها لان الامكانيات متواضعه امر مؤسف
0,انا لاحظت خلال البث عدم جود احد فتحة البئر طوال اليوم رغم تواجدهم الأيام السابقة
0,تجاهلوا شعورنا تلاعبوا فينا لامصداقيه فقط شو اعلامي تمثيل كاننا بلا ارواح
0,شوي حاطين ساعه يستهبلون الطفل بيمو للحين يحفرون
0,رموله حبل طلع زمان يحبو الطرق الصعبة
0,بقي
0,اخواني ارى ان طريقة استخراج ريان كانت سيئة جدا جدا بدائية
0,رجال يحفرون جبل نحاس خلصوا ايام باقي متر باقي مترين سلامات
0,ياخي عندي سوال ليش مافي حبل ينزل يربط نفسه يطلعوه طفل يحاول احد يكلمه يعلمه ابوه امه يربط نفسه بعدين يطلعوه
1,اتوقع أهله يومين عارفين انه متوفي الله يرحمه ردت فعلهم اللي شفتها
0,اللي اتوقعه ان الطفل سقط لعمق اكبر جراء الحفر ممكن انطمر التربة ففضلوا يعلنوا فاته بهذي الطريقة التعتيم السرعة اللي مشى الاسعاف غريبة كلها تغطية الله يجعله شفيع لوالديه
0,ابوه المسكين اللي حفرها يغطيها دايم الا هالمره ماغطاها طاح الولد
0,غريب شكلها كأنها حفر يدوي الحفر اليدوي يجي عريض مو كأنها حفر ارتواز بعدين شالوا الماصوره
0,الاخت مفكرته حفر كوسا
1,توفى الله يرحمه
0,مافيه للتوك توك
1,كثييييييييير
0,ماضروك ليه تتمنى الضرر
0,مافهمت دخله
0,اهلها أوصلها لهذه الدرجة لاشي يحصل بلد الا بأيدي داخليه
0,ههههه
0,اطردوا الشيعة جربوا مدة سنة
1,اتوقع محطة كهرباء
1,مره زعلت الله شي مخيف الله يحفظهم
0,صحيح الانفجار اخترق حاجز الصوت
0,الي العواصم العربية ساحات صراع الي الدرجه صل العنف
1,الفردوس سواها رب
1,اللهم ارحمها ارفع درجتها اجعلها تحمل كتابها اليمين
1,رحمها الله رحمة اسعة أسكنها فسيح جناته قدمت ثقيلا ميزانها
1,الله يرحمهم أخوان تصادموا اكيد الطريق لفات وعر
1,الله يرحمهم يغفرلهم فعلا حادث غريب بالذات انه الحادث نتج عنه فاة يعني حادث جامد رايحين يعايدون الدهم خرجو محل احد احد فيهم جاي مكان مختلف مانقول الا الله يرحمهم يغفرلهم يسكنهم فسيح جناته يصبر الدهم ذويهم جميعا انا لله انا اليه راجعون
1,رحم الله الجميع اسكنهم فسيح جناته يلهم ذويهم الصبر السلوان انا لله انا اليه راجعون
1,غفر الله رحمهم اسكنهم فسيح جناته اشفي عبدالرحمن احمد زيد ابن عبدالرحمن بشفائك يارب العالمين
1,لاحول قوة الا بالله الله يرحمهم يغفر يسكنهم ربي جنات النعيم يلهم اهاليهم الصبر السلوان
0,حمهم الله حوادث ايام العيد دليل خطورة الانشغال بالجوال للمعايدة
0,يلغى تنفذ مئات الكليومترات اناشد معالي زير النقل اكمال تنفيذ المشروع الحيوي يخدم مناطق الشمال الشمال الغربي مملكتنا الغاليه
1,الله يرحمهم يغفر يلهم اهلهم الصبر السلوان
1,امين
0,اتق الله تقول أحزان الام فواجع مرارة لازلتم همز لمز قال صلى الله سلم عزى مصابا فله أجره تحرم نفسك الثواب تستخسر كلمة عظم الله اجركم قلب صادق المسلم سلم المسلمون لسانه يده
1,نسأل الله الرحمة المغفرة الفردوس الأعلى الجنة أموات المسلمين
1,الله يرحمهم فهمت السالفه
1,معه فصام يسوي أسأل الله السلامة
0,٢٠٢١
0,كانك اخوي اذا احد فحط قدام البيت يحذفه بالطوب
0,طيب هاذا المعروف يحققون بالمتسبب يدفعون ديه ممكن اذا صلت للموت
0,يمكن إشراك الجيش يقول الجميع انهم يثقون بالتحقيق الميادين انفجار
1,اللهم شعور الآية فرددناه أمه تقر عينها تحزن انقذو
0,حاولوا إنقاذ المئات قتلوا لحظات رجال الإطفاء قصص دمي القلوب لبنان انفجار
0,صحيح بأن بدري كلبشة رفض الخضوع للتحقيق ان تم استدعائه رسميا دولة لكان نق اليوم الاول Beirut LebanonExplosion العهد انفجار PrayForLebanon انفجار
0,تقتصر الفاجعة اللبنانيين حدهم مصريون سوريون ألمان ضمن قتلى تفجير بيروت المدمر لبنان انفجار مرفأ العربية
0,دول خليجية علاقة استراتيجية تركيا ايران تضغط سياسيا علي أنقرة طهران بعدم اعطاء اللجنة اللبنانية المكلفة بالتحقيق حول انفجار صور للأقمار الصناعية كانت الدولتين ترصد الاجواء اللبنانية قت انفجار مرفاء بيروت لماذا يتم المنع
1,اللهم امرك الكاف النون اللهم بشرنا بسلامة ريان يالله يارب اللهم انه رحمتك لطفك يارب انت الكريم اللطيف يارب اللهم اعنهم انقاذه ربي يقر أعين اهله يقر أعيننا برجعته سالما غانما يالله يارب انقذو
0,الرجاء لمن يعرف اي شي الشاب الرجاء المساعده الشب مفقود عامر احمد حسين موجود قت الانفجار انفجار التواصل هد الرقم اللبناني
1,جهود كبيرة خطوات حثيثة متسارعة سباق للزمن حذر شديد المغرب الشقيق عملية انقاذ الطفل يتبقى امتار للوصول اليه اللهم يامن اعدت يونس بطن الحوت اعد الطفل ريان الى اهله سليما معافا انقذو
1,الله يلطف فيهم يحفظهم ياكريم
0,كويسين الحمد لله شكرا رانيا
0,نتمنى المرور إصدار أنظمة قوية المتهورين يتسببون بقتل الأبرياء يوميا نظام ساهر جميل يحتاج لزيادة عددالكاميرات تبديل أماكنها فرض عقوبات شديدة للمركبات لاتحمل لوحات تكثيف الدوريات السرية ماذنب امرأة تذهب لعملها يأتي متهور ييتم اطفالهاالذين ينتظرونها
1,حصلت عندنا حادثة لمى قبلها منيرة بنفس الظروف استعانو بأرامكو ماقدروا يطلعوهم الموضوع مو بالسهولة الي نفكر الواقع مختلف
1,الله يرحمها يغفر يسكنها فسيح جناته الموت يقين لامفر للانسان سواء بحادث او مرض او اي سبب اخر الاعمال بالخواتيم خاتمة المعلمه رحمها الله طيبه
1,جموع تدعو لـ ريان بالخير الصحة تحيط بسيارة الإسعاف تنتظره أنقذو ريان
1,مثال للبراءة قم الضعف قل الحيلة رغم التوكل الله أنقذوا انقذو انقذوا يس الل كاش النجم ٥٨ ال يك الق رآن راد لى القصص ٨٥ رده الله الى أحضان ذويه سالما كتب الخير
0,صارت معي كنت امشي را احد فجأه مسك برأيك جامد فكني الله بالغصب صرفتها المشكله ان هالبريك اللي سواه عشان شاف ساهر قدامه وقف يلبس الحزم شان ١٥٠ يعدمنا
1,الله يرحمها يارب حسبي الله الوكيل مدمن مخدرات ليششش تتتزوج
1,بطل الحفار عمي يخطف قلوب المغاربة رؤية دبي أبوظبي عجمان الطفل الطفل المغرب أنقذو
0,لازم تكون قويه عشان تتغلب الظروف الي تنسى شي اسمه خوف
1,فريق الإنقاذ تم جلب سيارة الإسعاف مدخل النفق للتأكد جاهزيتها لنقل الطفل بمجرد إخراجه انتشار أمني النفق سيارة الإسعاف استعدادا لخروج ريان أنقذو ريان
1,الله يرحمهم يغفر يسكنهم فسيح جناته يلهم أهلهم الصبر السلوان
1,انقدو انقذو ريان
1,عاجل فرق الإنقاذ تخرج الطفل يتم نقله بـ الإسعاف المستشفى أيام سقوطه بئر أنقذو ريان
1,ينقذه انقذ يونس بطن الحوت الله ادعو انقذو انقذو
1,الله خبر يحزززن الله يصبر امه يربط قلبها اللهم امين
0,نشرته لانك خايف يطلع مو صحيح تتم مهاجمتك انك متاكد بتنشره
1,ممكن اشوفه مباشر
1,الله يغفر يرحمهم يسكنهمالفردوس الأعلى عزي أهلهم ذويهم جميعا لله إليه راجعون
0,هقوله يسطا
1,انا اتابع الجزيره مباشر مافيه مطر عندهم
0,باقي نص متر ساعه لحد الان احتمال ساعات نص متر
0,يعني اذا ماعرفوا يتصادموا عاديهههه
