favorite_count	full_text	reply_count	retweet_count	predicted_class
0	"RT @AJELNEWS24: مركز  الفلك الدولي:

خسوف القمر الكلي اليوم .. لن يتم مشاهدته في الوطن العربي.
- https://t.co/w4hbsOmIVN"	0	72	1
111	"عاجل  
.

.
وكالة رويترز :

استطلاع رأي يؤكد بأن نحو 70% من الناخبين الأمريكيين ؛ لايؤيدون ترشح بايدن لانتخابات الرئاسة في 2024.
.

.
واشنطن"	31	42	1
811	"الديوان الملكي: 

وفاة والدة صاحب السمو الملكي الأمير متعب بن عبدالله بن عبدالعزيز آل سعود، وسيصلى عليها ـ إن شاء الله ـ اليوم الأربعاء بعد صلاة العصر في جامع الإمام تركي بن عبدالله في مدينة الرياض."	444	265	1
734	"قال الرسول ﷺ:

"" من أصبح منكم آمناً في سربه، معافى في جسده، عنده قوت يومه، فكأنما حيزت له الدنيا  "".

اللهم أدم علينا جميعاً نعمة الصحة والعافية والأمن والأمان والاستقرار ."	67	415	1
0	"RT @AlwatanNews24: المستشارة الأسرية "" عبير السعد "":

أكثر مَن يشجع الزوجة على الطلاق ؛ بعض صديقاتها وزميلاتها وقريباتها ؛ اللاتي يستحيل أن…"	0	23	1
0	RT @AlwatanNews24: الشيخ عبدالله المطلق يُجيب على سؤال شخص متزوج حصل له خلاف مع زوجته وقال لوالدها سأرسل ورقة الطلاق ولم يتلفظ به، فهل وقع…	0	18	1
0	"RT @AlwatanNews24: الرئيس الأمريكي السابق "" دونالد ترامب "":
مهرب المخدرات الواحد قد يقتل ما يصل إلى 500 شخص خلال حياته .. ولهذا أدعو لتطبيق…"	0	21	1
0	RT @New_M3lomat: عش يومك .. فكل يوم جديد هو هبة من الله ، لا تقلق من المستقبل ، ولا تتحسر على الماضي .	0	163	1
47	"الطقس اليوم
.

.
بمشيئة الله تعالى؛ الفرصة ماتزال مهيأة لتكوّن السحب الرعدية الممطرة المصحوبة برياح نشطة على أجزاء من مناطق جازان، عسير، الباحة ومكة المكرمة تمتد إلى الأجزاء الجنوبية من مرتفعات منطقة المدينة المنورة."	20	8	1
0	"RT @AJELNEWS24: هيئة الغذاء والدواء توضح :

جميع المنتجات الغذائية المستوردة والمحلية تخضع لاشتراطات الهيئة، كما تتابع الهيئة جميع المنتجات…"	0	22	1
0	"RT @AJELNEWS24: عادل الجبير :

المملكة تعبر عن قلقها بشأن إنتاج البترول منذ الثمانينات .. وتؤكد الحاجة لمصادر طاقة بديلة .

-
https://t.co/…"	0	54	1
0	"RT @AJELNEWS24: الأمن العام :

عدد من المخالفين في قبضة رجال الأمن . 

 https://t.co/skfuuSRBZY"	0	20	1
0	"RT @AJELNEWS24: منصة أبشر تؤكد :

إتاحة إتمام إجراءات الكفالة للموقوف عبر منصة أبشر ؛ دون الحاجة لزيارة فروع الشُرطة .
.

.
السعودية"	0	85	1
0	"RT @AJELNEWS24: التأمينات الاجتماعية تؤكد :

يجيز نظام التأمينات عمل المشترك لدى أكثر من صاحب عمل، وهذا ما يعرف بالازدواج التأميني ويحسب له…"	0	483	1
0	"RT @AJELNEWS24: مدير الأمن العام :

قريباً .. رصد مخالفة عدم الإفساح لسيارات الطوارئ من خلال سيارات الهلال الأحمر.
.

.
السعودية"	0	95	1
0	"RT @AJELNEWS24: مكافحة التسول مستمرة ..

شاهد .. ضبط عدد من المتسولين بمنطقة الرياض.

https://t.co/Q05Aqvq8ZA"	0	31	1
781	"عاجل  
.

.
في بُشرى خير ..

مركز الأرصاد يُبشر بهطول أمطار رعدية غزيرة -بإذن الله- وتساقط لـ البرد وجريان السيول على عدد من مناطق المملكة بدايةً من يوم الخميس وحتى الإثنين تشمل مناطق:
مكة
حائل
المدينة
الشرقية
 تبوك
الجوف
الرياض
القصيم
عسير
الباحة
الحدود الشمالية"	189	351	1
63	"مركز الملك سلمان للإغاثة يوزع 1.170 سلة غذائية في محلية وادي صالح بولاية وسط دارفور السودانية.
.

.
السودان"	22	6	1
109	"عاجل  
.

.

كوريا الجنوبية :

تسجيل أكثر من 60 ألف إصابة جديدة بـ فيروس كورونا اليوم .. و 30 حالة وفاة .
.

.
سيؤول"	34	31	1
44	"عاجل  
.

.
خادم الحرمين الشريفين يرأس الجلسة التي عقدها مجلس الوزراء في قصر اليمامة بمدينة الرياض.
- https://t.co/DSDdnfidyE"	19	18	1
24	"عاجل  
.

.
خادم الحرمين الشريفين يُطلع مجلس الوزراء على فحوى الرسالة التي تلقاها من فخامة رئيس المجلس الوطني للتجمع من أجل التنمية رئيس الجمهورية ورئيس الدولة في جمهورية غينيا.
- https://t.co/psqKj0A0iM"	13	5	1
32	"عاجل  
.

.
مجلس الوزراء يتناول مستجدات أعمال السياسة الخارجية للدولة، ولاسيما ما يتصل بتوطيد علاقات المملكة مع الدول الشقيقة والصديقة، ودعم العمل العربي المشترك، وتعزيز التعاون الدولي في مختلف المجالات."	8	8	1
18	"عاجل  
.

.
مجلس الوزراء ينوه بمضامين كلمة سمو ولي العهد في قمة #مبادرة_الشرق_الأوسط_الأخضر 2022، وما اشتملت عليه من الإعلان عن استضافة المملكة مقر الأمانة العامة للمبادرة، وإسهامها بـ 2.5 مليار دولار دعما لمشروعاتها وميزانيتها على مدى السنوات العشر المقبلة."	10	5	1
17	"عاجل  
.

.
مجلس الوزراء يثمن مخرجات الدورة العادية (الحادية والثلاثين) لمجلس جامعة الدول العربية على مستوى القمة، وما عكسته من التوافق حول القضايا التي تهم دول المنطقة وشعوبها، وبما يُسهم في مواجهة التحديات المشتركة ويعزز الأمن والاستقرار الإقليمي."	9	4	1
22	"عاجل  
.

.
مجلس الوزراء: 

استضافة المملكة القمة العربية في دورتها (الثانية والثلاثين)، يأتي انطلاقاً من الحرص على ديمومة التعاون بين الدول العربية على جميع الأصعدة."	7	3	1
483	"عاجل  
.

.
مجلس الوزراء: 

تعديل مدة الإقامة في حالة الدخول لمرة واحدة لكافة أغراض تأشيرة الزيارة، لتكون (3) أشهر، وتعديل جدول هيكل التأشيرات لتكون صلاحية تأشيرة المرور للزيارة (3) أشهر ومدة الإقامة (96) ساعة، وبدون رسم.
.

.
السعودية"	44	141	1
53	"عاجل  
.

.
مجلس الوزراء يعرب عن ارتياحه إزاء ما حققه الناتج المحلي الإجمالي من نمو بنسبة ( 8.6 في المائة ) في الربع الثالث من عام 2022، مقارنة بالفترة نفسها من العام الماضي، مع تسجيل التضخم في المملكة معدلات تعد الأقل بين دول مجموعة العشرين."	19	22	1
21	"عاجل  
.

.
مجلس الوزراء: 
تفويض سمو وزير الخارجية -أو من ينيبه- بالتباحث والتوقيع على الميثاق الطوعي بين الدول والأمين العام للأمم المتحدة لدعم الالتزام المتبادل والتضامن والقضاء على الاستغلال والاعتداء الجنسيين في منظومة الأمم المتحدة."	9	3	1
29	"عاجل  
.

.
مجلس الوزراء: 

التباحث مع المجلس الدولي للتمور في شأن مشروع اتفاقية مقر بين حكومة المملكة والمجلس الدولي للتمور."	10	7	1
21	"عاجل  
.

.
مجلس الوزراء: 

التباحث مع الجانب الماليزي في شأن مشروع مذكرة تفاهم للتعاون في المجال القضائي بين حكومة المملكة وحكومة ماليزيا."	6	4	1
19	"عاجل  
.

.
مجلس الوزراء: 

التباحث مع الجانب التركي في شأن مشروع مذكرة تفاهم بين حكومة المملكة وحكومة جمهورية تركيا للتعاون في مجال تشجيع الاستثمار المباشر."	7	6	1
28	"عاجل  
.

.
مجلس الوزراء: 

الموافقة على مذكرة تفاهم في مجال السياحة بين وزارة السياحة في المملكة ووزارة السياحة في جمهورية البرازيل الاتحادية."	12	3	1
21	"عاجل  
.

.
مجلس الوزراء: 

التباحث مع الجانب الأذربيجاني في شأن مشروع مذكرة تفاهم بين الهيئة العامة للمنشآت الصغيرة والمتوسطة في المملكة ووكالة تنمية الأعمال الصغيرة والمتوسطة في جمهورية أذربيجان في مجال تنمية قطاع المنشآت الصغيرة والمتوسطة وريادة الأعمال."	8	3	1
37	"""ميدو ميل"" تحفة معمارية سعودية في مانشستر البريطانية..
#الماجدية_ريزدنس تفتتح مشروعها السكني الخارجي الأول في مدينة مانشستر، بعدد 213 وحدة سكنية.
ad"	9	9	1
36	""" الجوازات "":

بإمكان الراغبين في السفر لدولة قطر لحضور مباريات كأس العالم وفعالياته من المواطنين والمقيمين والسياح الحاصلين على بطاقة ""هيّا"" الاتصال بمركز العمليات الأمنية الموحدة (911) لمعرفة أي تعليمات ذات علاقة.
.

.
السعودية"	15	9	1
58	"فيديو
.
.
خادم الحرمين الشريفين يرأس الجلسة التي عقدها مجلس الوزراء في قصر اليمامة بمدينة الرياض.
-
https://t.co/vCeBbUAUrh"	22	15	1
0	"RT @AJELNEWS24: ولي العهد الأمير محمد بن سلمان :

صندوق الاستثمارات العامة ؛ سيكون من أوائل صناديق الثروة السيادية عالمياً، والأول في منطقة…"	0	16	1
0	"RT @AJELNEWS24: عاجل  
.

.
شرطة محافظة جدة :

القبض على مواطن ؛ لارتكابه حوادث سلب، وإحالته للنيابة العامة.
- https://t.co/c9xlAmFVfC"	0	18	1
0	"RT @AJELNEWS24: في إيران ..

إطلاق حملة لإسقاط العمائم من فوق الرؤوس .. وسط موجة احتجاجات تعم الشارع الإيراني .
-

https://t.co/Pedi01zPQ5"	0	793	1
0	"RT @AJELNEWS24: في بريدة ..

حملة مشتركة من عدة جهات تضبط 158 متراً مكعباً من الحطب المحلي المستخدم في النشاط التجاري.
- https://t.co/3HdR4…"	0	61	1
0	"RT @AJELNEWS24: "" الجوازات "" تنبه :

الهوية الوطنية لا تمكّن المواطنين من السفر إلى دولة قطر خلال بطولة كأس العالم.

.

.
السعودية"	0	61	1
0	"RT @AJELNEWS24: تحقيقاً لمستهدفات #مبادرة_السعودية_الخضراء.. 
مركز ""الغطاء النباتي"" يبدأ مشروع زراعة 1800 شجرة برية بمنطقة القصيم."	0	9	1
0	"RT @AJELNEWS24: عاجل  
.

.
في بُشرى خير ..

مركز الأرصاد يُبشر بهطول أمطار رعدية غزيرة -بإذن الله- وتساقط لـ البرد وجريان السيول على عدد…"	0	351	1
42	"سمو وزير الدفاع الأمير خالد بن سلمان يرأس اجتماع الدورة الـ19 لمجلس الدفاع المشترك لوزراء الدفاع بدول مجلس التعاون الخليجي .
- https://t.co/6bAdyU3pzT"	7	8	1
26	"سمو وزير الدفاع الأمير خالد بن سلمان:

مجلس الدفاع المشترك بدول مجلس التعاون الخليجي يسعى لرفع مستوى قواته المسلحة لتكون -بحول الله- سداً منيعاً ودرعاً واقياً لمواجهة المخاطر والتهديدات، وتحقيق الأمن والاستقرار للمنطقة، وحماية المصالح الوطنية والموارد الاقتصادية."	10	7	0
209	"عاجل  
.

.
شرطة منطقة حائل:

القبض على مواطن لتوثيقه ونشره محتوى مرئيًا لرجل أمن أثناء أداء مهام عمله والتلفظ والهرب من الموقع.
- https://t.co/WpVuYos41I"	61	59	0
27	"سمو وزير الدفاع الأمير خالد بن سلمان:

سُعدت اليوم برئاسة الاجتماع التاسع عشر لمجلس الدفاع المشترك لوزراء الدفاع بدول مجلس التعاون لدول الخليج العربية، نقلت لأعضاء المجلس تحيات سيدي خادم الحرمين الشريفين، وسمو سيدي ولي العهد رئيس مجلس الوزراء -حفظهما الله-.
- https://t.co/lwuAE1epuS"	10	9	0
37	"وزير الدفاع الأمير خالد بن سلمان:

أكدنا على تعزيز أوجه التعاون المختلفة بين دول مجلس التعاون الخليجي، وأن نسعى جميعًا إلى رفع مستوى العمل الدفاعي الخليجي المشترك، لنكون -بحول الله- سدًا منيعًا، ودرعًا واقيًا لمواجهة المخاطر والتهديدات، وتحقيق الأمن والاستقرار لمنطقتنا.
- https://t.co/zhViqjMm1z"	17	15	0
61	"عاجل  
.

.
رئيس وزراء العراق الجديد :

يحب أن تحل المشكلة الأمنية .. وإيقاف الاعتداء التركي على الأراضي والحدود العراقية.
.

.
بغداد"	37	11	1
78	"في بوادر خير مع الوسم ..

شاهد .. هطول أمطار غزيرة شمال غرب محايل عسير.

عبر:
ابونايف البارقي 

https://t.co/svxbDa8ToU"	16	24	1
146	"دراسة في المجلة الطبية البريطانية (BMJ):

تدخين سيجارة واحدة فقط في اليوم ، يمكن أن يزيد من خطر إصابة الشخص بالسكتة الدماغية وأمراض القلب التاجية.
- https://t.co/2ZveFaDspz"	53	80	1
211	"في أجواء روحانية  ..

أداء صلاة العشاء من المسجد الحرام بـ مكة المكرمة اليوم بإمامة الشيخ ماهر المعيقلي.

-

https://t.co/D4skWlJkAZ"	24	84	1
0	"RT @AJELNEWS24: وزارة الصحة :

تسجيل 169 إصابة جديدة بكورونا اليوم الثلاثاء.. ووفاة شخصين و257 حالة تعافٍ جديدة.
.

.
السعودية"	0	15	1
0	"RT @AJELNEWS24: عاجل  
.

.

تركيا تصدر مذكرات اعتقال للعشرات من بينهم ضباط بالجيش والشرطة بتهمة الانتماء لجماعة غولن .
.

.
أنقرة"	0	22	1
0	"RT @AJELNEWS24: اليوم الثلاثاء ..

انخفاض درجات الحرارة على مناطق شمال المملكة، حيث سجلت طريف و القريات درجات حرارة صغرى عند 11 درجة مئوية.…"	0	23	1
0	"RT @AJELNEWS24: عاجل  
.

.
تحت رعاية خادم الحرمين الشريفين.. 

تنطلق يوم غد النسخة الثانية من المنتدى الدولي للأمن السيبراني ، بمشاركة 12…"	0	25	1
0	RT @MojKsa: وزير العدل د. وليد الصمعاني يلتقي بوفد الاتحاد الأوروبي المعني بالحوار المشترك بين المملكة والاتحاد الأوروبي في مجال حقوق الإنس…	0	143	0
51	"عاجل  
.

.
الولايات المتحدة الأمريكية تنظر في تقارير عن مقتل مواطن أمريكي في العاصمة العراقية بغداد .
.

.
واشنطن"	31	11	0
36	"بجهود رجال الأمن ..

ضبط عدد من المتسولين بالمنطقة الشرقية.
-
https://t.co/mCArEMV797"	23	8	1
27	"القوات الخاصة للأمن البيئي:

ضبط (13) مخالفًا لنظام البيئة، (11) مواطنًا، ووافد بتأشيرة زيارة من الجنسية الصينية، ومقيم من الجنسية الفلبينية، لإشعالهم النار في غير الأماكن المخصصة لها في عدد من مناطق المملكة.
.

.
السعودية"	23	6	1
999	"المستشارة الأسرية "" عبير السعد "":

أغلب مَن يُشجِّع المتزوجات على الطلاق ؛ هن الصديقات أو الزميلات .. وقد رأيتُ بعيني سيدات يقترحن ويشجعن الإقدام على الطلاق في جلسه نسائية، وكأنها حياتهن، وهن مَن يقررها .. والغريب أن بعض الزوجات يقتنعن بحديثهن.
- https://t.co/x4iPsbMayN"	337	472	1
42	"عاجل  
.

.

صدور بيان رئاسي عن قمة #مبادرة_الشرق_الأوسط_الأخضر في نسختها الثانية.
- https://t.co/eoS4vwtG9K"	12	10	1
34	"عاجل  
.

.

القادة المشاركون في قمة #مبادرة_الشرق_الأوسط_الأخضر يؤكدون على أهمية العمل الجماعي المشترك في تحقيق الأهداف المرجوة من المبادرة إيمانا بأهمية أهدافها التي تتحقق بتكاتف الجهود والمساهمة الفاعلة لدول المنطقة ."	9	5	1
25	"عاجل  
.

.

بيان قمة #مبادرة_الشرق_الأوسط_الأخضر: 

التأكيد على تعزيز تكامل مزيج الطاقة الأمثل لإنتاج الكهرباء ودعم استيعاب الشبكات الكهربائية لدخول الطاقة المتجددة والمساهمة في تحقيق مستهدفات التغير المناخي ."	13	4	0
24	"عاجل  
.

.

بيان قمة #مبادرة_الشرق_الأوسط_الأخضر: 

التأكيد على أن تنفيذ أهداف #مبادرة_الشرق_الأوسط_الأخضر سيسهم في خفض وإدارة انبعاثات غازات الاحتباس الحراري من جميع المصادر."	10	5	0
42	"عاجل  
.

.

بيان قمة #مبادرة_الشرق_الأوسط_الأخضر: 

بذل الجهود في تحقيق أهداف المبادرة للحد من تدهور الأراضي واستعادة الغطاء النباتي والمحافظة على التنوع الحيوي والتكيف مع التغير المناخي."	12	7	1
170	"القوات الخاصة للأمن البيئي:

عقوبة إشعال النار في غير الأماكن المخصصة لها غرامة تصل إلى 3000 ريال.

.

.
السعودية"	47	50	1
0	"RT @AlwatanNews24: بسبب مضاعفات مرض السكري ..

466 مريضاً سعودياً يتعرضون لـ بتر أقدامهم .. كان منهم 87% من الذكور ، في حين أن نسبة المصابا…"	0	8	1
0	"RT @AlwatanNews24: الأخصائي النفسي د. عبدالرحمن الخيران: 
نطالب أن يكون الفحص النفسي ، وفحص المخدرات ؛ من ضمن الفحوصات المطلوبة قبل الزواج…"	0	29	0
0	"RT @New_M3lomat: النعمة تحتاج إلى شُكر .. والبلاء يحتاج إلى صبر .. والذنب يحتاج إلى استغفار .. 
فمن شكر وصبر واستغفر : نال السعادة ."	0	176	0
48	"الطقس اليوم
.

.
بمشيئة الله تعالى,  يطرأ انخفاض في درجات الحرارة مصحوبة برياح نشطة على تبوك، الجوف، الحدود الشمالية وحائل، وسحب رعدية ممطرة على جازان، عسير، الباحة ومكة المكرمة والمنطقة الشرقية."	19	17	1
0	"RT @AJELNEWS24: الشيخ عبدالله المطلق يُجيب على سائل .. يقول:

"" أنا مريض بالوسواس وتكثر أخطائي في الصلاة .. فهل أسجد سجود سهو في كل صلاة؟ ""…"	0	238	1
0	"RT @AJELNEWS24: إنفاذاً لتوجيهات القيادة الرشيدة وحرصها الدائم على المواطنين .. 

 السفارة السعودية في الفلبين تعلن اليوم نقل مواطن سعودي ب…"	0	16	0
0	"RT @AJELNEWS24: المستشارة الأسرية "" عبير السعد "":

أغلب مَن يُشجِّع المتزوجات على الطلاق ؛ هن الصديقات أو الزميلات .. وقد رأيتُ بعيني سيدات…"	0	472	0
0	"RT @AJELNEWS24: القوات الخاصة للأمن البيئي:

عقوبة إشعال النار في غير الأماكن المخصصة لها غرامة تصل إلى 3000 ريال.

.

.
السعودية"	0	50	0
4098	"الرئيس الأمريكي السابق "" دونالد ترامب "":

مهرب المخدرات الواحد قد يقتل ما يصل إلى 500 شخص خلال حياته .. ولهذا أدعو لتطبيق عقوبة الإعدام بحق مروجي المخدرات.
- https://t.co/ZiuUiusYLE"	391	1064	1
98	""" الجوازات "" تنبه :

على الراغبين في حضور فعاليات بطولة كأس العالم بدولة قطر ؛ السفر بالجواز المسجّل في منصة ""هيّا"" ، مع الحصول على بطاقة ""هيّا"".
.

.
السعودية"	39	26	0
45	""" الجوازات "" :

على الراغبين في السفر لحضور بطولة كأس العالم في قطر ؛ ألا تقل صلاحية جواز السفر عن (3) أشهر لمواطني دول مجلس التعاون الخليجي، و(6) أشهر لبقية الدول.

.

.
السعودية"	32	16	1
103	"وزارة الصحة :

تفعيل مبادرة تعزيز خدمات علاج الإدمان في 50 مستشفى .
.

.
السعودية"	30	36	1
29	"ولي العهد الأمير محمد بن سلمان :

صندوق الاستثمارات العامة يستهدف الوصول للحياد الصفري لانبعاثات غازات الاحتباس الحراري بحلول عام 2050 م من خلال نهج الاقتصاد الدائري للكربون.

.

.

#مبادرة_الشرق_الأوسط_الأخضر"	16	14	0
36	"ولي العهد الأمير محمد بن سلمان :

صندوق الاستثمارات العامة ؛ سيكون من أوائل صناديق الثروة السيادية عالمياً، والأول في منطقة الشرق الأوسط، في استهداف الوصول للحياد الصفري بحلول عام 2050م.

.

.

#مبادرة_الشرق_الأوسط_الأخضر"	20	16	0
56	"وزارة الصحة :

تسجيل 169 إصابة جديدة بكورونا اليوم الثلاثاء.. ووفاة شخصين و257 حالة تعافٍ جديدة.
.

.
السعودية"	29	15	1
42	"عاجل  
.

.
شرطة محافظة جدة :

القبض على مواطن ؛ لارتكابه حوادث سلب، وإحالته للنيابة العامة.
- https://t.co/c9xlAmFVfC"	17	18	1
73	"عاجل  
.

.

تركيا تصدر مذكرات اعتقال للعشرات من بينهم ضباط بالجيش والشرطة بتهمة الانتماء لجماعة غولن .
.

.
أنقرة"	25	22	1
1852	"في إيران ..

إطلاق حملة لإسقاط العمائم من فوق الرؤوس .. وسط موجة احتجاجات تعم الشارع الإيراني .
-

https://t.co/Pedi01zPQ5"	228	793	1
193	"في بريدة ..

حملة مشتركة من عدة جهات تضبط 158 متراً مكعباً من الحطب المحلي المستخدم في النشاط التجاري.
- https://t.co/3HdR4EhkQ2"	79	61	0
159	""" الجوازات "" تنبه :

الهوية الوطنية لا تمكّن المواطنين من السفر إلى دولة قطر خلال بطولة كأس العالم.

.

.
السعودية"	30	61	0
63	"اليوم الثلاثاء ..

انخفاض درجات الحرارة على مناطق شمال المملكة، حيث سجلت طريف و القريات درجات حرارة صغرى عند 11 درجة مئوية.
.

.
السعودية"	20	23	0
62	"عاجل  
.

.
تحت رعاية خادم الحرمين الشريفين.. 

تنطلق يوم غد النسخة الثانية من المنتدى الدولي للأمن السيبراني ، بمشاركة 120 متحدثاً دولياً رفيع المستوى، وحضور مشاركين من أكثر من 100 دولة.
- https://t.co/j7BVs94Axe"	14	25	0
47	"عاجل  
.

.
تعد الأكثر أهمية وتنافسية ..

انتخابات التجديد النصفي للكونغرس الأمريكي تنطلق في عدد من ولايات الساحل الشرقي بالولايات المتحدة الأمريكية .
.

.
واشنطن"	25	11	0
0	"RT @AJELNEWS24: الرئيس الأمريكي السابق "" دونالد ترامب "":

مهرب المخدرات الواحد قد يقتل ما يصل إلى 500 شخص خلال حياته .. ولهذا أدعو لتطبيق ع…"	0	1064	0
0	"RT @AJELNEWS24: "" الجوازات "" تنبه :

على الراغبين في حضور فعاليات بطولة كأس العالم بدولة قطر ؛ السفر بالجواز المسجّل في منصة ""هيّا"" ، مع ال…"	0	26	0
0	"RT @AJELNEWS24: وزارة الصحة :

تفعيل مبادرة تعزيز خدمات علاج الإدمان في 50 مستشفى .
.

.
السعودية"	0	36	0
0	"RT @AJELNEWS24: ولي العهد الأمير محمد بن سلمان :

صندوق الاستثمارات العامة يستهدف الوصول للحياد الصفري لانبعاثات غازات الاحتباس الحراري بحل…"	0	14	1
35	""" الجوازات "" :

على الراغبين في السفر لحضور بطولة كأس العالم في قطر ضرورة الحصول على بطاقة ""هيّا"" على أن تكون فعّالة قبل السفر.

.

.
السعودية"	17	10	0
29	"تحقيقاً لمستهدفات #مبادرة_السعودية_الخضراء.. 
مركز ""الغطاء النباتي"" يبدأ مشروع زراعة 1800 شجرة برية بمنطقة القصيم."	14	9	1
96	"عاجل  
.

.
سمو ولي العهد يبعث برقية شكر لرئيس مصر إثر مغادرته شرم الشيخ بعد المشاركة في النسخة الثانية من قمة #مبادرة_الشرق_الأوسط_الأخضر.
- https://t.co/d4ngddwlCp"	23	34	1
30	"عاجل  
.

.
سمو ولي العهد: 

يطيب لي وأنا أغادر بلدكم الشقيق أن أعرب لفخامتكم عن بالغ امتناني وتقديري لما لقيته والوفد المرافق من حسن الاستقبال وكرم الضيافة."	15	8	0
27	"عاجل  
.

.
سمو ولي العهد: 

أشكر فخامتكم على استضافة #مبادرة_الشرق_الأوسط_الأخضر في نسختها الثانية إيماناً منكم بأهمية أهدافها التي ستتحقق بتكاتف الجهود والمساهمة الفاعلة من دول المنطقة وصولاً إلى المزيد من الازدهار والرخاء لشعوبنا."	19	10	1
68	"تعد أكبر برنامج لزراعة الأشجار في العالم ..

سمو ولي العهد يهدف من #مبادرة_الشرق_الأوسط_الأخضر ؛ لزراعة 50 مليار شجرة في المنطقة.

 https://t.co/A5JvuNjc33"	15	25	1
29	"برئاسة مشتركة بين سمو ولي العهد والرئيس المصري ... 

انطلاق النسخة الثانية من قمة مبادرة الشرق الأوسط الأخضر.
.

.
#مبادرة_الشرق_الأوسط_الأخضر https://t.co/lHmvMVHV0u"	10	6	1
31	"عاجل  
.

.
سمو ولي العهد يلتقي رئيس جمهورية العراق، ويستعرضان العلاقات الثنائية والموضوعات المدرجة على جدول أعمال قمة #مبادرة_الشرق_الأوسط_الأخضر.
- https://t.co/nBL393mbzp"	14	9	0
20	"فيديو 
.

.
سمو ولي العهد يلتقي رئيس جمهورية العراق، ويستعرضان العلاقات الثنائية والموضوعات المدرجة على جدول أعمال قمة #مبادرة_الشرق_الأوسط_الأخضر.
-
https://t.co/3HSWJONnO7"	7	6	0
24	"عاجل  
.

.
سمو ولي العهد يلتقي ولي عهد دولة الكويت، ويستعرضان أوجه العلاقات الأخوية بين البلدين، والجهود المبذولة في مواجهة التغير المناخي.
- https://t.co/WAyhIsPT12"	9	13	1
28	"فيديو 
.

.
سمو ولي العهد يلتقي ولي عهد دولة الكويت، ويستعرضان أوجه العلاقات الأخوية بين البلدين، والجهود المبذولة في مواجهة التغير المناخي.
-
https://t.co/GVrAHYrYbp"	13	5	1
477	"عاجل  
.

.
شرطة منطقة الرياض :

القبض على (10) أشخاص لضلوعهم في حادثة اشتعال مركبة وإطلاق نار، بالتنسيق مع شرطة المنطقة الشرقية، لخلافات بينهم في الاتجار بالمخدرات.
- https://t.co/FYouooEmS9"	169	178	1
19	"سمو ولي العهد يلتقي رئيس وزراء جمهورية باكستان الإسلامية، ويبحثان أوجه التعاون السعودي الباكستاني في مختلف المجالات، والجهود المبذولة في مواجهة التغير المناخي.
.
.
#مبادرة_الشرق_الأوسط_الأخضر
- https://t.co/I249ah38ro"	9	4	1
20	"فيديو
.

.
سمو ولي العهد يلتقي رئيس وزراء جمهورية باكستان الإسلامية، ويبحثان أوجه التعاون السعودي الباكستاني في مختلف المجالات، والجهود المبذولة في مواجهة التغير المناخي.

#مبادرة_الشرق_الأوسط_الأخضر 
-
https://t.co/UQK5thLQ5e"	7	5	0
14	"في زيارة تعد الأبرز.. 

وزير الصناعة والثروة المعدنية يختتم زيارته الرسمية لأستراليا، يرافقه عدد من ممثلي الجهات الحكومية، بعد خمسة أيام من اللقاءات والاجتماعات المكثفة مع المسؤولين الحكوميين وكبار المستثمرين.
- https://t.co/vlK7o6QzRq"	6	5	0
23	"سمو ولي العهد يلتقي رئيسة وزراء الجمهورية التونسية، ويستعرضان العلاقات الثنائية، والجهود المبذولة بشأن خفض الانبعاثات والحفاظ على البيئة ومكوناتها.

#مبادرة_الشرق_الأوسط_الأخضر
https://t.co/Ufh4UKHP7f"	6	4	1
27	"سمو ولي العهد يلتقي رئيس مجلس السيادة الانتقالي بجمهورية السودان، ويستعرضان آفاق التعاون المشترك بين البلدين، وفرص تطويره في مختلف المجالات.

#مبادرة_الشرق_الأوسط_الأخضر
https://t.co/Scu87J9rFs"	8	5	0
93	"في اكتشاف جديد لم يسبق نشره أو معرفته..

مستشفى الملك فيصل التخصصي يكتشف أن الجين""فومارات هيدراتاز"" هو مسبب لسرطان الغدة الدرقية العائلي غير النخاعي، وذلك بعد سلسلة من التقييمات والدراسات لحالة مرضية ، مما يمهد الطريق لتطوير طرق جديدة للتشخيص والعلاج.
.

.
السعودية"	14	32	1
0	"RT @AJELNEWS24: عاجل  
.

.
ولي العهد الأمير محمد بن سلمان :

نسعى إلى أن تمثل الطاقة المتجددة 50% من استهلاكنا في 2030.

.

.
#محمد_بن_سل…"	0	12	0
0	"RT @AJELNEWS24: عاجل  
.

.
ولي العهد الأمير محمد بن سلمان :

المملكة تستهدف إيجاد حلول من أجل توفير أنظمة طاقة أكثر استدامة.

.

.
#محمد_…"	0	21	0
0	"RT @AJELNEWS24: عاجل  
.

.
ولي العهد الأمير محمد بن سلمان: 

هذه المبادرة النوعية تأتي تزامنا مع مؤتمر الأطراف في اتفاقية نغير المناخ #كو…"	0	10	0
0	"RT @AJELNEWS24: عاجل  
.

.
ولي العهد الأمير محمد بن سلمان: 

يسرني أن أكون بينكم اليوم وأنقل لكم تحيات خادم الحرمين الشريفين وتمنياته بنج…"	0	25	0
0	"RT @AJELNEWS24: عاجل  
.

.
ولي العهد الأمير محمد بن سلمان: 

تحقيق الأهداف المرجوة من مبادرة الشرق الأوسط الأخضر ؛ يتطلب استمرار التعاون…"	0	15	1
